Title,Location,Description,Additional Information,Views,Applications,Filtered Technologies
Middle Python + React developer,['Ukraine'],"потрібен мідл python + react розробник, англійська базова.проект: розробка мобільного додатку для створення відео та фото альбомів. потрібно закінчити mvp, тому робота буде здебільшого повʼязана з фіксинням баг та додаванням мінорних фіч.вимоги:- 2+ років досвіду з python- базові знання js\reactфуллтайм, 2-3 місяці, старт асап","['Full Remote', '2 years of experience', 'Pre-Intermediate']",137,35,"['REACT', 'PYTHON']"
Senior Python Developer with GIS Expertise,"['Ukraine', 'Kharkiv']","we are currently seeking a highly skilled and motivated senior python developer with expertise in gis to join our team. as a senior python developer, you will be responsible for assisting in the preliminary stage of our image processing algorithm for satellite and drone data analysis. your primary focus will be on converting raw data received from satellites/drones into a suitable format for our analysis algorithm.about us:we’re a creative team of marketers, designers, developers, and copywriters, who are focused on solving business problems by making simple, but effective websites & mobile apps.our job is to eliminate barriers, misunderstandings, and unawareness between a product and a consumer. we make our way to each other simply.simplify. your way to greatness.key responsibilities:1.	data integration: receive raw data from multiple sources, including satellites and drones, via separate apis. process and store this data in a database for further analysis.2.	image processing: utilize your knowledge of image processing algorithms to map primary fields/orchards at a high level of detail, down to individual trees in orchards or x square meters in fields. if mapping already exists, you will be required to adapt new data (images) to the existing mapping.3.	data division: divide the full image data into smaller units according to the established mapping, creating separate units for individual trees in orchards or x square meters in fields.4.	multi-layer information collection: gather relevant information from various layers for each unit, ensuring that all necessary data is accessible for the analysis algorithm.5.	database preparation: conduct additional manipulations on the files to ensure that they are appropriately structured and readily available in the database for use by the analysis algorithm.6.	api development: build a robust api that allows seamless access to the required information per unit for the analysis algorithm.requirements:•	proficiency in python programming and a strong background in software development.•	extensive experience in developing and implementing image processing algorithms.•	in-depth knowledge and expertise in gis (geographical information systems).•	strong understanding of building architecture and spatial data handling.•	experience with data integration and working with apis from satellites/drones is highly desirable.•	demonstrable experience in handling large-scale databases and data manipulation.•	b2 level of english proficiency or higher, both spoken and written.•	ability to work independently and collaboratively in a team environment.•	excellent problem-solving skills and attention to detail.•	prior experience in a similar role or relevant projects showcasing image processing and gis expertise is required.we offer:• professional development and personal growth• financial opportunities that attract• remote work option• comfortable working environment• paid vacation• paid sick leave• friendly and open-minded teamif you are a passionate senior python developer with a background in gis and image processing algorithms, and you're excited to work on cutting-edge projects in a dynamic and innovative environment, we would love to hear from you.","['Full Remote', '5 years of experience', 'Upper-Intermediate']",41,15,"['PYTHON', 'APIS']"
Backend Engineer,['Ukraine'],"join our team as a backend engineer and become an integral part of our innovative software development process. as a software engineering expert, you will play a key role in designing, developing, maintaining, testing, and evaluating software solutions.recruitment process:1. screening interview with talent acquisition partner (30 min).2. technical interview with backend engineer and head of engineering (1 h).3. final interview with cto and head of engineering (1 h).","['Product', 'Full Remote', '3 years of experience', 'Intermediate']",92,29,[]
Senior Backend Engineer,"['United', 'States']","nops is revolutionizing the way our users optimize their public cloud environments for cost. we are a fully featured finops platform that ingests billions of data points about our customers each day to provide engineers with insights that allow them to take action with confidence, and the automation and integrations that meet them where they work. we are currently leaders in compute, autoscaling, eks, rds optimization and the automated provisioning of commitments that help our customers to focus on innovation. at nops, we wake up each day and ask ourselves how we can use the data in our platform to help our customers to save even more.job descriptionwe are currently looking for a senior-level back-end engineer to join the team and help us in spearheading our ambitious backlog of meaningful capabilities, thrive in our culture of innovation, and leverage their deep understanding of public cloud and cloud native architecture to drive even more value into the platform.responsibilities* work with data scientists, product leaders, and subject matter experts to architect and deliver automated cloud optimization features* continuously analyze customer data, behavior, and problems to ensure that our features solve meaningful problems for engineers* take responsibility for the stability, performance, security, and experience of the features that you deliver to production* act as a technical leader in your feature squad and across the backend engineering group* collaborate, review, and publish meaningful engineering content targeted at engineers, cloud experts, and finance teams* participate in architectural review, platform improvement, and data platform planning groups* mentor junior team membersqualifications* 5+ years of professional software engineering experience* python expert* public cloud infrastructure and architecture expert* bachelor's degree or higher in computer science or closely related field* deep understanding of microservice oriented, event-driven, cloud native architectures* experience working with a variety of data layers - columnar, analytics, * * nosql, data lake","['Product', 'Full Remote', '5 years of experience', 'Advanced/Fluent']",68,12,['PYTHON']
Python Software Engineer (Zakupki.Prom),"['Ukraine', 'Kyiv']","про проєкт:zakupki.prom – найбільший майданчик державних та комерційних торгів, офіційний учасник системи електронних державних закупівель prozorro. через нас національна поліція купує корм для сторожових собак, а окко продає державі бензин. у нас є веб-сервіс, мобільний додаток та навчальна платформа для замовників та постачальників.про команду:1 general qa, 1 manual qa, 1 ui\ux designer, 3 python devs, 2 frontend devs, 2 product managers. велика частина команди працює 3-5 років на проекті.технічний стек проєкту:python, pyramid, aiohttp, asyncio, celery, pytest бази даних: postgresql, mongodb, redis для пошуку: elasticsearch брокер повідомлень: rabbitmqs3 сховище: riak на front end'е: react, redux, styled components для деплою: openstack, kubernetesіз загальних інструментів використовуємо:docker, kubernetes, ingress, istio, gitlab ci / cd, kibana, graphana, prometheusчим ми займаємось:- будуємо великі додатки, використовуючи soa- для міжсервісної взаємодії використовуємо rest, graphql, json-rpc- активно розробляємо асинхронні сервіси на python aiohtpp- реалізуємо взаємодію із зовнішніми сервісами по api- розробляємо api для мобільного додатку та для інтеграції з клієнтськими додатками- деплоїмось в production, використовуючи kubernetes- впроваджуємо spaщо важливо для даної ролі в проєкті:- відмінні знання та досвід роботи з python від 1 року - мати досвід web розробки- розуміти що таке мікросервісна архітектура - впевнено працювати з базами даних postgresql - досвід роботи з redis, celery і rabbitmq - мати уявлення, що таке nosql бази даних - вміти писати тести - бути впевненим користувачем git важливе вміння глибоко занурюватися в завдання, здатність швидко розібратися з предметною областю, не соромитись взаємодіяти з іншими командами, вносити пропозиції щодо поліпшення існуючих рішень.що буде в роботі:- розробка архітектури та реалізація власних мікросервісів з нуля- підтримка та впровадження нових фіч в існуючі сервіси- написання клієнтських бібліотек, організація взаємодії з іншими мікросервісами- налаштування деплою сервісів в production (docker і kubernetes), налаштування ci/cd- розробка api для інтеграції з клієнтськими додатками, написання документації- покриття тестами своїх додатків- моніторинг та логування сервісів в kibana, graphana, prometheus- проведення демо нового функціоналу/сервісів.всередині команди є освітня ініціатива, в рамках якої ми вивчаємо та обговорюємо нові технології, вчимося краще писати код, правильно підходити до розробки архітектури додатків.регулярно збираємося онлайн на dev-club'и в середині департаменту evo, де- обговорюємо нові підходи, рішення, які використовуються в командах (пропозиції, аргументація)- обмінюємося досвідом (позитивним/негативним) про використання тих чи інших рішень- обговорюємо інструменти (що є, чого не вистачає)- координуємо дії між командами для поліпшення, розвитку інфраструктуриточно не буде в роботі:верстки (є окрема команда досвідчених верстальників)frontend розробки, але якщо є бажання - welcomeтайм-трекінгу задачз нами ви:- матимете можливість практикуватись під менторством senior розробника- спробуєте різний рівень завдань і відповідальності- зможете зробити і свій власний внесокетапи інтервʼю:- знайомство (тривалість 30 хв)- технічне інтерв’ю (тривалість 1,5 години). обговоримо всі важливі питання по стеку, досвіду, завданням.","['Product', 'Hybrid Remote', '1 year of experience']",416,112,"['PYRAMID', 'POSTGRESQL', 'MONGODB', 'CELERY', 'GIT', 'REST', 'KUBERNETES', 'REDIS', 'PYTHON', 'GITLAB', 'GRAPHQL', 'REACT']"
Senior Full-stack developer Python + Angular,['Ukraine'],"looking for senior full-stack developer python + angular for outstaff projectrequirements:- 4+ years of experience with python- 3+ years of experience with angular- upper-intermediate level of englishwe offer:- cooperation with a stable company with well-established processes and a positive atmosphere;- experience in project management of different levels of complexity, methodology, and approaches;- flexible schedule: mon-fri (8 hours a day);- 18 days of paid vacation;- a decent level of remuneration with regular reviews of the results of cooperation;- corporate library for self-development;- extensive loyalty program.","['Office or Remote', '3 years of experience', 'Upper-Intermediate']",37,9,"['ANGULAR', 'PYTHON']"
MLOps Engineer,"['Ukraine', 'Kyiv']","as an mlops engineer, you will play a critical role in bridging the gap between machine learning research prototypes and production deployment. you will be responsible for designing, implementing, and maintaining the infrastructure and tools necessary to streamline the deployment, monitoring, and management of machine learning models. your expertise in machine learning, software engineering, and cloud platforms will be invaluable as we scale our machine learning operations.what you will do- transform proof-of-concept scripts into pipelines with different processing steps.- develop and maintain monitoring and alerting systems to ensure the health and performance of deployed models.- cross-functional collaboration with research teams and development teams.- maintain scalable, robust, and reliable infrastructure for model training, testing, deployment, and monitoring.- optimize and enhance model performance, scalability, and reliability in production environments.- take responsibility for code testing and quality checking.- stay on top of the latest trends in the field of mlops and cloud platforms.your profile- bachelor’s or master’s degree in computer science, data engineering, biomedical engineering, or a related field.- strong programming skills in python, at least 5 years of practical use.- experience with machine learning frameworks such as tensorflow, pytorch, or scikit-learn.- proficiency of cloud platforms such as aws sagemaker (preferred), gcp vertex ai or azure ml.- familiarity with docker.- familiarity with version control systems (e.g., git) and ci/cd pipelines.- professional english language skills- solid knowledge of linux and windows operating systems.- experience with medical imaging is a plus.","['Product', 'Hybrid Remote', '5 years of experience', 'Upper-Intermediate']",41,6,"['GCP', 'PYTORCH', 'TENSORFLOW', 'PYTHON', 'AZURE', 'AWS']"
Strong Junior Python Developer,"['Relocate', 'Ukraine', 'Lviv']","essential duties and responsibilities• design test programs for device characterization• monitor the data acquisition process• present test results in accurate and clear manner• analyze test data, perform root cause analysis of device failures, and define solutions• identify and resolve device performance issues promptlymust possess/demonstrate the following:• strong analog and digital electronic engineering fundamentals• effectively wield the electronics tools: oscilloscopes, multimeters, signal generator, powersupplies• software development skills in python• analytical and problem-solving skills.• able to manage time efficiently and complete tasks on schedule• good written and verbal communication skillsrecommended/desired skills:• experience in electrical circuits design and pcb layout• statistic data analysis• good soldering skills• prototyping skills","['Product', 'Office Work', '1 year of experience']",414,44,[]
Senior Python developer on EU only,"['Germany', 'Spain', 'Poland', 'Ukraine']","for our client we are looking for a eu-based (!) python developerskills: python oop, aws services, terraform, rest apis, linux, jenkins, ansible  focus is on python oop & awsstart: asapduration: 6 months ++workload: 100%language: englishlocation: remote, willing to travel to bukarest (10days in 6 months)","['Full Remote', '5 years of experience', 'Upper-Intermediate']",51,10,"['JENKINS', 'REST', 'OOP', 'PYTHON', 'TERRAFORM', 'APIS', 'AWS', 'ANSIBLE']"
Senior Python Big Data Developer,"['Ukraine', 'Dnipro', 'Kyiv', 'Odesa']","project description:our client is a us multinational investment bank and financial services corporation. we have small team within rates data technology responsible for multiple different aspects of rates trading - starting from small ad-hock apps tailored for traders\quants and ending with large-scale solutions that are used across rates trading. you will join luxoft development team distributed between kyiv and canada and partner with other client's teams based in shanghai, new york and canadaresponsibilities:• design and develop high performance green-field data analytics products for a tier 1 bank.• promote and follow engineering best practices• evaluate and build pocs for new strategic initiatives and work to convert to enterprise solutions• ability to take initiative to research, learn and recommend emerging technologies.• provide post release assistance to business, development and support groups• develop application as per best practice and remain compliant with prescribed best practices (tdd, maintain high unit test coverage, ci...)mandatory skills description:• minimum 3-5 years demonstrable and relevant experience.• strong understanding of big data computation platforms (flink, spark, apache beam) and big data distribution platforms (hadoop, druid, ignite)• experience in data modelling, partitioning and sharing of huge data sets.• understanding of python 3.6 or above.• knowledge of python frameworks and libraries, including pytest, pandas, flask, and kafka• good understanding of rest apis.• demonstrable experience in writing reusable, testable and efficient code with proper error and exception handling.• experience with design and implementation of cloud-ready applications and deployment via kubernetes / openshift.• hands-on experience in handling various data structures.nice-to-have skills:• investment bank experience• ibm urban code deploy (udeploy) or similar• servicenow• sonarqubelanguages:english: b2 upper intermediate","['Office or Remote', '5 years of experience', 'Upper-Intermediate']",27,6,"['FLASK', 'PANDAS', 'REST', 'KUBERNETES', 'PYTHON']"
Senior Python engineer (with DevOps experience),"['Ukraine', 'Dnipro', 'Kyiv', 'Odesa']","project description:we're building a project for market leading large germany based company with 440,000 customers worldwide.originally known for leadership in enterprise resource planning (erp) software, the company has evolved to become a market leader in end-to-end enterprise application software, database, analytics, intelligent technologies, and experience management. a top cloud company with 200 million users worldwide, the company helps businesses of all sizes and in all industries to operate profitably, adapt continuously, and achieve their purpose.responsibilities:• code delivery & review in python• identifying, implementing and improving automation in various areas of the cloud-based solutions• designing, implementing and improving build and release pipelines for cloud-based analytics solutions• helping the teams with ci/cd setup for automated testing, infrastructure provisioning, production releases• identifying and addressing technical debt• making sure cloud environments adhere to standards and policies, are kept clean and efficient• troubleshooting and fixing issues related to cloud environmentsmandatory skills description:• python (5+ years of hands-on experience)• kubernetes (1+ years)• ci/cd• devops• gitnice-to-have skills:elasticsearch, jenkins, docker, containerisation, logstash, linux, rest, kibana, grafana, prometheus; sap cloud experience, scrum methodologylanguages:english: c1 advanced","['Office or Remote', '5 years of experience', 'Upper-Intermediate']",20,3,"['JENKINS', 'REST', 'KUBERNETES', 'DOCKER', 'PYTHON']"
Senior Python engineer (with DevOps experience) 15.00 - 00 00 working  time,"['Ukraine', 'Dnipro', 'Kyiv', 'Lviv', 'Odesa']","project description:we're building a project for market leading large germany based company with 440,000 customers worldwide.originally known for leadership in enterprise resource planning (erp) software, the company has evolved to become a market leader in end-to-end enterprise application software, database, analytics, intelligent technologies, and experience management. a top cloud company with 200 million users worldwide, the company helps businesses of all sizes and in all industries to operate profitably, adapt continuously, and achieve their purpose.responsibilities:• code delivery & review in python• identifying, implementing and improving automation in various areas of the cloud-based solutions• designing, implementing and improving build and release pipelines for cloud-based analytics solutions• helping the teams with ci/cd setup for automated testing, infrastructure provisioning, production releases• identifying and addressing technical debt• making sure cloud environments adhere to standards and policies, are kept clean and efficient• troubleshooting and fixing issues related to cloud environmentsmandatory skills description:• python (5+ years of hands-on experience)• kubernetes (1+ years)• ci/cd• devops• gitnice-to-have skills:elasticsearch, jenkins, docker, containerisation, logstash, linux, rest, kibana, grafana, prometheus; sap cloud experience, scrum methodologylanguages:english: c1 advanced","['Office or Remote', '5 years of experience', 'Upper-Intermediate']",32,6,"['JENKINS', 'REST', 'KUBERNETES', 'DOCKER', 'PYTHON']"
Senior Python/Django Developer,['Ukraine'],"joidy is looking for a senior python/django developer to join our team!requirements:python, django, aws and kubernetes.what we offer:— unlimited work from home— flexible schedule— minimal bureaucracy— ability to influence company’s processes and project tech stack— pe support and tax coverage— free english classes— memorable corporate parties and theme events","['Full Remote', '5 years of experience', 'Upper-Intermediate']",39,11,"['DJANGO', 'AWS', 'PYTHON']"
Senior Python Developer,"['Poland', 'Portugal']","numerical technologies is a leading provider of custom software solutions and services specializing in risk, limits, and regulatory capital. right now, we are looking for a senior python developer to join our team.what are we looking for?◼️ a strong programming background with python and oop skills◼️ hands-on experience in developing ui components using fastapi◼️ experience of the agile project management methodology◼️ good knowledge of git, jira, and confluence◼️ demonstrated problem solving skills to provide production support of software◼️ strong communication skills (in english) and experience in dealing with both technical and non-technical stakeholderswhat additional skills will help you stand out?◼️ hands-on experience in developing backend, microservices, restful api using python◼️ experience working at a financial institution◼️ experience working with cloud platforms (aws, azure)we offer:◼️ competitive compensation depending on experience and skills◼️ regular assessments and salary reviews◼️ compensation for sick leaves and regular vacations◼️ health insurance◼️ partial gym compensation◼️ english/polish/spanish language classes◼️ flexible working schedule◼️ friendly team and enjoyable working environment","['Product', 'Office or Remote', '5 years of experience', 'Upper-Intermediate']",60,18,"['GIT', 'OOP', 'PYTHON']"
Middle Python Developer,"['Ukraine', 'Dnipro']","the learning counsel is looking for a middle python developer to join our team full-time.required skills- 2+ years of professional experience with python.- asyncio, aiohttp, aio-pika.- postgresql.- experience with 3rd party api integrations (google, microsoft).- basic knowledge of linux.- experience with jankins.- experience with microsoft azure or google cloud.- git for version control.- strong english skills.as a plus- django/flask.- previous experience with c++.- basic knowledge of javascript/typescript.we offer- high-tech environment with unique focus on research & development.- freedom to make ground-breaking decisions.- highly competitive employment terms.- significant stock.- flexible schedule.- paid sick leave and vacation.","['Product', 'Office or Remote', '3 years of experience', 'Upper-Intermediate']",85,26,"['DJANGO', 'JAVASCRIPT', 'GIT', 'PYTHON', 'AZURE']"
Senior Back-end Developer (Python),"['Relocate', 'Poland']","stack: python 3.11, postgresql, aws services, aws lambdagrow with us:• 5+ years on the global market• 500+ professionals (over the past year we have grown 2 times)• 5+ apps• 200m downloads• our applications are sold all over the world with a focus on the usa, latin america, europe, and we are actively entering the asian marketschallenges you’ll meet:• building new web services from scratch• creating and supporting tools for business process automation• working with public ai apis (openai, midjourney etc.)• working with the core aws services (aws lambda/api gateway/sqs/cloudformation/cloudwatch/sns/redshift)your professional qualities:• 4+ years of experience in python development• strong knowledge of relational dbs (we use postgresql)• experience with any cloud providers (aws or etc. (gcp, azure))• understanding of and the ability to work with unix systemsnice to have:• experience with aws (sqs/rds/eks/lambda/fargate)• experience with django• experience with data engineering tools (apache airflow)• experience working with front-end frameworks (vue/angular/react)in our team, we value:• autonomy. the ability to work without additional monitoring, the ability to find solutions independently• responsibility. independence, willingness to assume obligations and deliver as promised• proactivity. ability to set goals and work to achieve them. creating opportunities without waiting for them to appear• communication. team updates, regular communication with the work group on current projects in writing (chats) and verbally (stand-ups and other meetings). openness to communication. ability to formulate a task clearly and concisely• focus on development and self-study. interest in innovations in technology. continuous desire to learn and develop skills, to gain new experiencewe create comfortable conditions for cooperation focused on your rhythm of life, work and rest and offer:well-being• organization of medical insurance• you will have an opportunity to use our mobile applications for free (yoga, running, fitness)• individual budget for sports / equipment purchase• individual budget for consultations with a psychologistgrowth and development• individual budget for professional training and learning foreign languages• online corporate library• team of skilled professionals that share knowledge and support each othercheck out some of our products:• muscle booster — musclebooster.fitness• yoga-go — yoga-go.fit• fitcoach — fitcoach.fit• walkfit — walkfit.pro• omo — bit.ly/omoiocandidate journey: ⭕️ intro call ---- ⭕️ interview ---- ⭕️ final interviewas a part of our team, you’ll have the opportunity to develop and implement your own ideas, while helping make the world a better place!","['Product', 'Office or Remote', '3 years of experience', 'Upper-Intermediate']",139,36,"['POSTGRESQL', 'ANGULAR', 'REST', 'APIS', 'PYTHON', 'AWS']"
Python developer,['Armenia'],"we are a stealth-mode cyber security startup after a seed funding round backed by top-notch investors. with three co-founders holding strong track records of success in sales, product, and technology from leading companies in the industry - we’re on a mission to solve a very real challenge in how cyber security teams consume their data in enterprise companies.with new offices in central tel aviv and a development team eager to take us to the next phase, we’re looking for strong software engineers to join us in making our vision a reality.if you’re enthusiastic about innovative approaches to problem-solving and want to play a huge role in building something from the start - we would love to speak with you about joining our team!what are we looking for?we are looking for a python integration software engineer to join our core team, with a growth mindset, a pragmatic, can-do attitude, and an uncompromising approach to engineering excellence.it goes without saying (but we’ll say it anyway) that each person who joins us is a huge part of our success and culture, so we’re looking for an awesome teammate who will not only be a super developer, but will be fun to talk nonsense with at the office, go out to happy hour with, and debate details of the code review.what will you do?you will participate in the architecture, design, and implementation of a multi-disciplinary cloud-native software platform that will serve thousands of users and millions of data pieces to provide the best data-consuming experience out there.‌what experience or knowledge should you bring?b.sc. in computer science, software engineering, or relevant practical experience must have !strong proficiency with python ecosystem at least 2.5 - 3.5 yearsexperienced working with rest/gql api'sfamiliar with development in a distributed systems k8s, docker, containersadvantage - experience working as an integration engineer, pulling data from api'sa pro – responsible, thorough, proactive and collaborative‌it will be great if you also have:experience working in startupsexperience working in a company that is known for its engineering excellencefamiliar with modern ci/cd development practices and tools","['Full Remote', '3 years of experience', 'Upper-Intermediate']",153,54,"['DOCKER', 'REST', 'PYTHON']"
Senior Python Developer for Ciklum,['Ukraine'],"ciklum is looking for a senior python developer to join our team full-time in ukraine.about the role:as a senior python developer, become a part of a cross-functional development team working for ciklum client.technology stack:• python 3.9, their code is running inside a container over a linux environment• api development, http, rest• databases, sql • networking, storage• virtualisation, containerisation, docker• gitresponsibilities:• design, build and set up development tools and infrastructure for use by the various teams in the r&d organisation among the different tools: - test infrastructure used by the qa (the product is a cluster composed of different components and infrastructure encapsulates them, tracking their state, exposing different apis to communicate with them, etc.)- maintain and develop api and interfaces facing the company storage product + different cloud providers-vm orchestration• collaborate with other teams to improve the productivity of the entire r&d organization• deal with diverse technologies and domains: docker, git, python, linux, and  vm orchestrationrequirements:• 7+ years of python development experience• 2+ years of experience working on linux platform, proficient in linux environment• proven experience in server-side python programming, featuring: multi-threading, multi-processing, communication protocols, and databases.• oop, solid• architectural & design patterns• algorithms & data structures• strong technical abilities, problem-solving, design, coding, and debugging skills• upper-intermediate englishdesirable:• experience developing network, storage, server, or virtualisation management systems• experience with storage and network protocols• automated testing experience• proven experience with cicdwhat's in it for you:• care: your mental and physical health is our priority. we ensure comprehensive company-paid medical insurance, mental health programs, as well as financial and legal consultations• tailored education path: boost your skills and knowledge with our regular internal events (meetups, conferences, workshops), udemy licence, language courses and company-paid certifications• growth environment: share your experience and level up your expertise with a community of skilled professionals, locally and globally• flexibility: choose how you want to work – a 100% remote or on-site in our offices. own your schedule – you are the one to decide when to start your working day. just dont miss your regular team stand-up• opportunities: we value our specialists and always find the best options for them. our internal mobility program helps change a project if needed to help you grow, excel professionally and fulfil your potential• global impact: work on large-scale projects that redefine industries with international and fast-growing clients• welcoming environment: feel empowered with a friendly team, open-door policy, informal atmosphere within the company and regular team-building events","['Office or Remote', '5 years of experience', 'Upper-Intermediate']",49,7,"['SQL', 'GIT', 'OOP', 'HTTP', 'DOCKER', 'PYTHON', 'APIS']"
Python developer,['Ukraine'],"these microservices are developed on aws sam framework (https://aws.amazon.com/serverless/sam/) and used to enrich static generated websites from the client’ proprietary platform with dynamic functionality such as search, webforms, copay cards, store locators and many other use cases. the delivery would be done in a team of a team lead, 2-3 developers, qa and a scrum master.requirements:• strong python 3.7+ knowledge• experience with microservice architecture and its patterns• experience designing, building, and maintaining apis;• experience with virtual environment (venv, conda or pipenv) or docker• experience with pytest• intermediate english and above• experience with aws as a strong plus","['Full Remote', '3 years of experience', 'Upper-Intermediate']",108,42,"['AWS', 'PYTHON']"
Senior Software Engineer (Python),"['France', 'Poland', 'Ukraine']","what we are looking for- professional experience developing most aspects of modern applications on the server side- proficiency and deep understanding of the core cloud technologies- fluent in oo design and functional programming paradigms- 5+ years experience as a backend developer- experience working on high-scale ai/ml-driven projects, with weekly releases to production- experience working with data science and machine learning deployments- technical proficiency with python, docker, github, rest and postgresql, amongst others- excellent communication skills in english- bsc / msc in computer sciencebonus points- experience interacting with external customers and partners- experience in and passion for startupswhy us?- competitive salary and equity compensation based on experience- opportunity to join a growing startup and be a key success factor- chance to work fully remote from your chosen city- office in the center of paris- team rituals and off-sites: spain? france? morocco?- benefits (e.g. meals & transportation refund) depending your base country","['Product', 'Full Remote', '5 years of experience', 'Advanced/Fluent']",46,11,"['POSTGRESQL', 'GITHUB', 'REST', 'DOCKER', 'PYTHON']"
back end engineer,['Ukraine'],"-хранение и обработка видео:организация локального хранлища видео с камер (mvr?)алгоритм контроля записи видеонарезка и defisheye кадров для нейросети- обеспечение работы нейросети на локальном ресурсе:загрузка нарезанных кадроввыгрузка реестров в базу данныхработа базы данных в облаке- организация работы базы данных в облаке:обработка и хранение экспорта с нейросети, смежных програмных продуктов*обеспечение запросов powerbi","['Full Remote', '3 years of experience']",153,34,[]
Python Integration Developer,['Ukraine'],"hello! we are looking for a python integration developer to join our team, consulting company, cansolveit. remote, part-time (30 h/w). cansolveit is a consulting company that provides services on change management, business process optimization and management of information systems. we work with international leaders in the construction and energy management industry, primarily in the north american and european market. as a python integration developer, you will develop and support our integration projects. we expect to find a person who has analytical thinking, learns quickly, is open to researching new integration systems, and can manage his/her time and tasks without gaps in the working process. what we offer:  • remote work. • flexible schedule (30 hours per week). • opportunities to grow professionally and personally (workshops, work sessions, external education). • paid leave (24 calendar days + public holidays). • small and outstanding team. • exciting challenges, possibility to be a part of business practices of the western international business markets. responsibilities: • writing and maintaining systems integrations. • reconciliation of smartsheet project data and data in the postgres database. • work on research and development projects. • writing technical and r&d documentation. requirements: • 2+ years of solid experience working with python. • proven experience creating and deploying rest apis with python web frameworks such as fastapi, flask, etc. • experience profiling, debugging, tracing, and or parallelizing/optimizing python code. • commercial experience with relational databases (postgres, etc) • you are comfortable with the nuts and bolts of systems programming in the linux environment (shell/bash scripting). • knowledge of javascript.  nice-to-have skills: • experience deploying apps/services on at least one major enterprise cloud platform (aws, gcp, or azure). • experience with tools such as git, jira; • experience with docker and kubernetes. recruiting process: interview with the hr technical interview interview with the ceo and team","['Product', 'Full Remote', '2 years of experience', 'Upper-Intermediate']",280,85,"['GCP', 'FLASK', 'GIT', 'REST', 'PYTHON', 'APIS', 'DOCKER', 'FASTAPI']"
Senior Python Software Engineer,"['Ukraine', 'Kyiv', 'Lviv', 'Poland']","geniusee is looking for a talented python software engineer with 5+ years of relevant experience.if you want to work from home or work in the offices in kyiv, lviv or warsaw with stable electricity and wi-fi, great — apply right now.about the project:iot platform for a premium provider in the electrical engineering industry. software in the embedded area for intelligent power distribution units.what you will need:● 5+ years of relevant experience in backend software development;● proficiency in python/django;● experience building large-scale distributed systems;● experience writing high-quality, well-tested code to meet the needs of our customers;● familiarity with mongodb, redis, and elasticsearch;● familiarity with asynchronous apis including fastapi or gevent;● familiarity with microservices architecture;● experience with algorithms;● experience with git and branching workflows;● familiar with unit testing, and integration testing;● english: upper-intermediatewould be a strong plus:● experience with data collection, selenium, scrapy, etc. is a big plus;● experience with graphql (apollo);● experience with mongodb, redis, docker;● experience with aws services, aws iot;● experience with react, redux/mobx, webpack, typescript;what you will do:● develop high-quality, scalable, and maintainable iot platform using python and django;● identify and troubleshoot bugs and performance issues;● participate in code reviews and contribute to the overall improvement of the codebase;what will you get:● competitive salary and good compensation package;● exciting, challenging, and stable startup projects with a modern stack;● corporate english course;● ability to practice english and communication skills through permanent interaction with clients from all over the world;● professional study compensation, online courses, and certifications;● career development opportunity, semi-annual and annual salary review process;● necessary equipment to perform work tasks;● vip medical insurance or sports coverage;● informal and friendly atmosphere;● the ability to focus on your work: a lack of bureaucracy and micromanagement;● flexible working hours (start your day between 8:00 and 11:30);● team buildings, corporate events;● paid vacation (18 working days) and sick leaves;● cozy offices in 2 cities ( kyiv & lviv ) with electricity and wi-fi ( generator & starlink )● compensation for coworking (except for employees from kyiv and lviv)● corporate lunch + soft skills clubs● unlimited work from home from anywhere in the world (remote);● geniusee has its own charity fund.reasons you will love working at geniusee:● employee-friendly working conditionsone of geniusee’s core values is treating each team member like a trusted partner. you get to choose your work environment because you know yourself best.● teamwork beats distancewe put effort into maintaining a happy, friendly atmosphere within the team. we see each other at team meetups, workshops, g-talks, marathons, and other events.● excellent tools and equipmentyou don’t have to worry about your work gear, geniusee will provide you with high-quality hardware appropriate for your job description.your geniusee career growth:● 360-degree feedback — a process through which feedback from an employee’s subordinates, colleagues, and supervisor, as well as a self-evaluation by the employee themselves, is gathered● evaluation — time to talk with an expert. together, you will assess the progress you have achieved● navigation — summarize your review with a manager and define your future goals","['Office or Remote', '5 years of experience', 'Upper-Intermediate']",69,13,"['MONGODB', 'SCRAPY', 'AWS', 'GIT', 'SELENIUM', 'REDIS', 'PYTHON', 'APIS', 'GRAPHQL', 'FASTAPI', 'REACT']"
